,amenity,name,point,Closest_Sectors
346,cafe,Starbucks,POINT (77.0451428 28.4061488),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772))]"
347,bench,,POINT (77.092205 28.414933),"[('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 59', (28.4030162, 77.1066682)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498))]"
348,bench,,POINT (77.0921698 28.4147733),"[('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 59', (28.4030162, 77.1066682)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498))]"
349,bench,,POINT (77.0918886 28.4156491),"[('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 59', (28.4030162, 77.1066682)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498))]"
350,bench,,POINT (77.0918198 28.4156361),"[('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 59', (28.4030162, 77.1066682)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498))]"
351,restaurant,,POINT (77.0448701 28.439496),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 51', (28.4287011, 77.0666877))]"
352,bank,ICICI Bank,POINT (77.0865124 28.5072489),"[('Sector 21', (28.5143629, 77.0730087)), ('Sector 25', (28.4860888, 77.084224)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
353,fast_food,McDonald's,POINT (76.9443904 28.3671874),"[('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485)), ('Sector 80', (28.3702173, 76.9611159)), ('Sector 81', (28.3873647, 76.9475835))]"
354,bank,ICICI Bank,POINT (77.0416737 28.4154589),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772)), ('Sector 72A', (28.4233234, 77.0187775))]"
355,restaurant,Fat Lulu’s,POINT (77.0834511 28.4682689),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
356,cafe,Nowhere Brewpub and cafe,POINT (77.0836684 28.4682859),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
357,cafe,Di Ghent,POINT (77.0830397 28.4682936),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
358,cafe,Starbucks,POINT (77.0822417 28.4675277),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
359,hospital,Sarvodya Hospital,POINT (77.0164105 28.4772418),"[('Sector 104', (28.4795324, 76.9937197)), ('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
360,hospital,"Saraswati Hospital, Gurgaon",POINT (77.0382518 28.4686477),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
361,hospital,"Shree Krishna Hospital, Gurgaon",POINT (77.003265 28.4733303),"[('Sector 104', (28.4795324, 76.9937197)), ('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
362,hospital,"Sharma Hospital, Gurgaon",POINT (77.027472 28.4618014),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
363,hospital,Shri Balaji Hospital and Trauma Center,POINT (76.980076 28.4409108),"[('Sector 36A', (28.4202285, 76.9719998)), ('Sector 37B', (28.4333189, 76.9813419)), ('Sector 37C', (28.4489095, 76.9880502)), ('Sector 37D', (28.4480039, 76.9697682))]"
364,hospital,Shri Balaji`S Multispeciality Hospital,POINT (76.9909818 28.4577278),"[('Sector 104', (28.4795324, 76.9937197)), ('Sector 10A', (28.4445813, 77.0060231)), ('Sector 37C', (28.4489095, 76.9880502)), ('Sector 37D', (28.4480039, 76.9697682)), ('Sector 9A', (28.4690266, 76.9962811))]"
365,clinic,Bhatnagar Maternity and Nursing Home,POINT (77.0239475 28.4693763),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
366,hospital,Siyaram Hospital,POINT (76.9334283 28.3547767),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485))]"
367,hospital,"Anand Hospital, Gurgaon",POINT (77.09168 28.42578),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
368,clinic,Divine Look Clinic Centre,POINT (77.0485043 28.4118439),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 72', (28.4159257, 77.0290772))]"
369,hospital,Navjeevan Hospital and Maternity Centre,POINT (77.0143104 28.4571607),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
370,clinic,Divine Look Clinic Centre 1,POINT (77.0932183 28.4764036),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 43', (28.4548735, 77.0858864))]"
371,hospital,Sethi Hospital,POINT (77.0207731 28.4565865),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
372,hospital,"Surgicare Hospital, Gurgaon",POINT (77.0940806 28.4272365),"[('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
373,hospital,Park Hospital Gurgaon,POINT (77.0487258 28.4201363),"[('Sector 39', (28.4423675, 77.0504724)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 72', (28.4159257, 77.0290772))]"
374,hospital,Pasricha Hospital and Maternity Home,POINT (77.0222792 28.4568812),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
375,hospital,Vardaan Hospital and Trauma Centre,POINT (77.0728482 28.2468537),[]
376,hospital,Dayal Eye & Maternity Centre,POINT (77.0374082 28.4559386),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 8', (28.4598966, 77.0198043))]"
377,clinic,Bansal Medicare and Maternity Centre,POINT (77.0354439 28.449346),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 8', (28.4598966, 77.0198043))]"
378,hospital,Shubham Hospital,POINT (77.0210648 28.4567439),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
379,hospital,"Kalyani Hospital, Gurgaon",POINT (77.0422697 28.4678366),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
380,clinic,"Kailash Nursing Home, Gurgaon",POINT (77.0939154 28.4903985),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722))]"
381,hospital,Uma Sanjeevani Health Centre And Hospital,POINT (77.0863196 28.4814867),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
382,hospital,Privat Hospital,POINT (77.0746909 28.4797951),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
383,clinic,Surgi Center Clinic,POINT (77.0883326 28.4832997),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
384,clinic,"Geeta Nursing Home, Gurgaon",POINT (77.0187776 28.4672329),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
385,clinic,Marwah Clinic,POINT (77.0967481 28.4661353),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864))]"
386,hospital,"Sidhesh Hospital, Gurgaon",POINT (77.0824251 28.4752436),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
387,hospital,Chiranjiv Hospital,POINT (77.0187361 28.4644545),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
388,clinic,Ankur Clinic and Maternity Home,POINT (77.0125522 28.4571123),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
389,hospital,"Kalyan Hospital, Gurgaon",POINT (77.0222524 28.5061017),"[('Sector 1', (28.5187813, 77.0418623)), ('Sector 105', (28.4943133, 77.0081378)), ('Sector 106', (28.5060806, 76.9967796)), ('Sector 109', (28.5109205, 77.0065956)), ('Sector 110', (28.5069625, 77.018321)), ('Sector 110A', (28.5159108, 77.0276475)), ('Sector 111', (28.5222773, 77.0336203)), ('Sector 112', (28.5203402, 77.0188612)), ('Sector 2', (28.5090499, 77.0342831))]"
390,hospital,"Sangwan Hospital, Gurgaon",POINT (77.0561126 28.4749937),"[('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
391,hospital,S.R.S. Hospital and Critical Care Unit,POINT (76.9881588 28.4033015),"[('Sector 35', (28.4145669, 77.0018689)), ('Sector 36', (28.419334, 76.9889256)), ('Sector 36A', (28.4202285, 76.9719998)), ('Sector 74', (28.4112763, 77.010669)), ('Sector 76', (28.3910112, 76.9900243)), ('Sector 77', (28.3832337, 76.982557)), ('Sector 83', (28.3981087, 76.9732873))]"
392,clinic,Kharbanda Maternity and Nursing Home,POINT (77.0268778 28.4668863),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
393,hospital,Umkal Hospital,POINT (77.0733096 28.4715295),"[('Sector 16', (28.4687344, 77.0511794)), ('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
394,hospital,Thukral Hospital,POINT (77.0653957 28.4814348),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
395,hospital,"Triveni Hospital, Gurgaon",POINT (77.022188 28.463775),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
396,hospital,Taneja Hospital,POINT (77.0138611 28.4663216),"[('Sector 104', (28.4795324, 76.9937197)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
397,clinic,Prateek Nursing Home And Polyclinic,POINT (77.0084417 28.4771439),"[('Sector 104', (28.4795324, 76.9937197)), ('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
398,hospital,"Pushpanjali Hospital, Gurgaon",POINT (77.0327827 28.4500967),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 8', (28.4598966, 77.0198043))]"
399,hospital,Yashroop Medical Centre,POINT (77.0214477 28.4822505),"[('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
400,hospital,Chirag Hospital Pvt. Ltd,POINT (77.0114095 28.4953531),"[('Sector 103', (28.493087, 76.9866453)), ('Sector 104', (28.4795324, 76.9937197)), ('Sector 105', (28.4943133, 77.0081378)), ('Sector 106', (28.5060806, 76.9967796)), ('Sector 109', (28.5109205, 77.0065956)), ('Sector 110', (28.5069625, 77.018321)), ('Sector 4', (28.4750063, 77.0103535))]"
401,clinic,Gurgaon Eye Centre,POINT (77.0184443 28.4737046),"[('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
402,hospital,Fortis Memorial Research Institute / Fortis Vivekanand Hospital,POINT (77.0728657 28.4567857),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276))]"
403,clinic,Vatsalya Clinic,POINT (77.0656693 28.4142175),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
404,hospital,"Lotus Hospital, Gurgaon",POINT (77.034447 28.4692855),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
